"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","Lili","本人PR。本地poly毕业，毕业2年后拿了PR身份就光速回国，之后在国内生活了4年多，期间没有在新加坡生活。

去年renewal REP仅给一年，然后回新工作，月薪7000SGD，10个月后再次renewal REP给了五年。

由于回国结了婚，带了老婆一起过来的，老婆过来拿LTVP+LOC工作，学历是国内二本本科，目前工资3000SGD，刚工作8个月交PR申请。另外我刚在新买了公寓，不知道算不算表忠心，会不会加分？

希望顺利吧，新加坡一直待我不错。","等待","2020-07-09","null","2020-07-16 16:55"
"","JIUJIU","sp 来新11年，读书之后工作，又继续读的degree,拿到毕业证申请的 ，之前工作第一年申请了3个月被拒，现在等了10个月了，煎熬","等待","2019-09-04","null","2020-07-16 16:08"
"","xb","EP 4k. 在新3年半后申请。","通过","2019-12-17","2020-07-16","2020-07-16 12:29"
"","MM","29岁男，NTU博士+博后，EP，工作半年申请，五个月批准","通过","2019-03-01","2019-08-08","2020-07-15 21:17"
"","YM","EP 一拖三，工资8000+，MRT工程师，15年9月来新","通过","2018-04-02","2019-05-27","2020-07-09 22:04"
"","CL","EP, 来新近三年，国内211，7K+","等待","2020-03-30","null","2020-07-08 14:51"
"","eva","来新工作十二年，男EP薪水6800，加拿大Master 女DP薪水4500。","等待","2019-05-30","null","2020-07-07 09:55"
"","耐心等待中-已通过","马来西亚男，单身29岁，英国硕士毕业，来新6个月申请，EP月薪2600，销售经理","通过","2019-11-13","2020-07-03","2020-07-06 21:50"
"","新加坡牙医太贵了","18年4月来新工作，月薪12K+，34岁，国内专科；
老婆DP全职在家，两个女儿DP，一个在公立小学读P2，一个幼儿园读K1；
20年2月补交资料，3月再次补交，4月收到ICA的疫情影响延期的通知","通过","2019-07-09","2020-07-06","2020-07-06 15:30"
"","Pending","Diploma /来新7年/会计/Malaysian/第二次申请/SPass/2800","等待","2020-02-07","null","2020-07-06 12:41"
"","等花开","双EP，带一女娃，来新三年","通过","2019-07-16","2020-06-19","2020-07-06 09:47"
"","俊勇","薪水2475，中学毕业","等待","2020-07-03","2021-01-15","2020-07-04 16:50"
"","小叮当","来新7年 nus 本科 工作7个月申请 薪资3k","等待","2020-04-07","null","2020-07-03 15:02"
"","janet","国内985本科，NTU PhD, 毕业工作9个月","等待","2020-07-03","null","2020-07-03 14:58"
