"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","WQ","SM系列 NUS本科 现在EP 申请后等了6个月了还没消息 7月21补交父母资料 希望能顺利通过 9月19号IPA 希望大家都好运！","通过","2017-02-06","2017-09-19","2017-09-23 16:49"
"","Orange","马来西亚， 女， 29 岁已婚，自己个人申请没带老公，S pass, 来新大约9年，LCCI accounting , 职业：Account Executive , 薪水 2500 ，第一次申请，等了九个月终于批准。祝大家好运成功！","通过","2016-12-16","2017-09-14","2017-09-22 15:13"
"","AllenSGSG","申请时来新4年8个月，薪水4k+，建筑行业S pass，第一次申请，pending中 ； 9月22日查到结果，reject","失败","2017-04-06","2017-09-22","2017-09-22 12:20"
"","yutinnng","08年底来新，中学，ITE，Poly， 毕业工作7个月申请。希望各路神仙保佑，快快批下来。","通过","2017-01-10","2017-08-01","2017-09-18 9:16"
"","LJ","poly+NTU, 工作半年申请","通过","2017-05-08","2017-09-18","2017-09-18 2:57"
"","hk2017","sp 单身35","进行中","2017-04-12","null","2017-09-15 3:30"
"","cwt0708","政府中学中三开始读O水准，poly毕业。工作一年多，月薪2.7K。独生女。七月被要求补交父母资料，历时八个月通过。","通过","2017-01-05","2017-09-06","2017-09-14 7:01"
"","anon","独生子女，父母公务员。工作不到一年，薪水3k，没交过税。带老婆(wp，薪水1k)一起申请。1月申请，只有一个月工资单。6月收到信要求补交父母材料。9月批准，历时8个月。(公立本科)","通过","2017-01-01","2017-09-01","2017-09-14 6:05"
"","Underwood","NTU msc, 2010来新加坡，2014年第一次申请，R&D engineer薪水3600，3个月被拒。2017年3月结婚，老婆是pr，月底就去提交申请，老婆sponsor。4月初收到ica来信要求补交父母信息，随后6月底我换工作，加薪到4500，加上老婆公民批准，用email给ica更新了这两个信息，8月初status变成withdraw，过了一周变回pending，再过了一个多月到9月12号查询，变成approve。有配偶sponsor的话，确实比较容易，没有本地poly或者公立大学degree的同学可以借鉴一下，不然msc拿pr还是挺难的，什么义工，R&D，低于8000的薪水，都是浮云。","通过","2017-03-31","2017-09-12","2017-09-12 2:38"
"","喵喵","2010来新，Poly毕业后去英国读本，软件工程师，EP，工作六个月，单身，独生子。","通过","2017-03-25","2017-09-08","2017-09-12 12:42"
"","Annie","单身PR带收养的孩子申请，月薪加奖金大概１万新币吧，历时6个月通过，给需要的作个参考，也祝后面申请的网友好运！Good luck!","通过","2017-03-10","2017-09-09","2017-09-11 3:04"
"","yeaujen","马来西亚男，90后，poly毕业，持s pass在实验室当小咖，月薪2k ××后记×× 批了！批了！苦等了8个月，终于批了...","通过","2017-01-04","2017-09-06","2017-09-11 15:00"
"","samsuen","男，10年来新读Olevel，11年回国1年，12年到15年NAFA毕业，SPass工作1年后申请，希望快点批保佑保佑！ 历时142天，4个半月，感恩，感觉本地学历是最重要的。以后再也不要再来这个网站了，祝大家一切顺利；好运相伴","通过","2017-04-18","2017-09-07","2017-09-10 9:17"
"","佳佳","来新10年，WP升SP升EP，下个目标是PR，希望老天眷顾","进行中","2017-06-30","null","2017-09-09 3:20"
"","菲雨","单身 SP 来新2年","进行中","2017-05-25","pending","2017-09-08 8:41"
"","timy","35岁，EP, 985本科，来新2.5年，1个儿子，带老婆孩子申请。","通过","2017-01-10","2017-07-18","2017-09-08 8:18"
"","0","TEST","进行中","2017-04-05","null","2017-09-08 10:30"
"","mimi","女，26岁，未婚。 政府中学+poly+NTU。 制造业MNC， IT岗。工作半年首次申请， 月薪3000+。 5.30收到信，补交家庭父母职业资料。 九月八号批！等了快七个月了！祝大家好运！","通过","2017-02-10","2017-09-08","2017-09-08 1:50"
"","Sunddy","sp,工作四年","失败","2017-03-31","2017-09-05","2017-09-06 17:50"
"","Yu","老公PR帮我和孩子申请，第一次等了9个月被拒。第2次带女儿再次申请，收到IPA letter，开心，祝大家好运。","通过","2017-04-03","2017-09-22","2017-09-05 6:27"
"","wewe","新加坡十年,第二次申请,第一次在2016年,三个月reject .今年身边的人都批了,来试试 ,希望幸运之神能够眷顾我:)","进行中","2017-07-24","null","2017-09-05 1:59"
"","kitty","国内211本科 来新7年 第四次申请 上次拒签是四月多 八月又在申请","进行中","2017-08-31","null","2017-09-02 7:58"
"","Lychee","26岁 女 single 来新3年半 国内985 新加坡master 加美帝一个master 工作1年7个月","进行中","2017-09-02","null","2017-09-02 12:45"
"","Max","来新2年多申请, 等待10个月收到结果. 大学研究工作4.9k/month, 新加坡当地part-time硕士, 31岁, 初次申请即幸运通过. 也祝目前PR申请者好运.","通过","2016-11-01","2017-08-31","2017-09-01 18:08"
"","Heron","2010年来新 2012工作，国内本科+私立硕士+公立兼职硕士在读（2018毕业）； 31岁；单身； SP;5K; Marketing manager 独生子女，父母情况 退休+已故 第二次申请，第一次在2015年，5周reject 第二次申请，人刚一出境系统就reject。。。10周","失败","2017-03-30","2017-06-08","2017-08-28 6:19"
"","JBlang","来新9年，博士生。32岁第一次申请。月薪7K++. 痴等六个月后刚刚renew EP 马上就批了 :)","通过","2017-02-22","2017-08-28","2017-08-28 2:36"
"","Ka","申請時 EP 快要3年 IT行業 非本地degree","通过","2017-03-18","2017-08-21","2017-08-28 16:05"
"","smavex","2013年8月来新，2015年7月第一次申请，2个月后秒拒。今年2月再次申请，等了5个半月，批了，来新刚好4年！条件：单身女，31岁，国内本科，英国硕士，递交申请时月薪约6.5K，后来换工作月薪7.8k。","通过","2017-02-18","2017-08-04","2017-08-24 16:44"
"","33","NTU PHD，答辩过了，但是degree还没有下来。全职学校的科研工作，3.4k。因为之前改过一次预约了这次就硬着头皮申了。准备当炮灰","进行中","2017-08-16","null","2017-08-23 1:30"
"","痴痴的等","申请pr 老公担保,已第二次申请等待快半年多了很是没消息。。","进行中","2017-02-11","null","2017-08-22 9:05"
"","卤蛋小曲蟮","10年来坡 local poly+ uni 工作六个月申请 1.14-8.18 七个月批了 谢谢大家","通过","2017-01-14","2017-08-18","2017-08-22 12:56"
"","12c","父母都是PR，poly畢業，都在新超過10年。2015年本地出生，爸爸担保申請11个月被拒（爸爸自顾人士，媽媽全职在家），12月媽媽開始上班，找議員寫信遞交工作證明，appeal兩個月後還是悲劇。媽媽持續上班1年后重新媽媽擔保申請。月薪3000","通过","2017-01-09","2017-08-15","2017-08-15 6:40"
"","Dee27","Degree 在 UK 大学，在新加坡一年半","通过","2017-03-04","2017-08-08","2017-08-15 5:30"
"","HL","SM3学生持EP申请，历时9个月终于过了。希望大家都能pass。","通过","2016-11-01","2017-08-01","2017-08-15 3:29"
"","Hz","国内本科 来新四年 建筑公司现场工程师 薪水3200 第一次申请求好运。","进行中","2017-08-11","null","2017-08-14 15:16"
"","ww","S Pass, 在新加坡一年","进行中","2017-04-07","null","2017-08-13 14:39"
"","Ncceyou","马来西亚女性国家大学毕业，来新2年，持有s pass 单身第一次申请，status 进行中","进行中","2017-05-12","null","2017-08-11 4:36"
"","CC","马来西亚人，一家3人一起申请，S Pass & WP + 1 yr old baby","null","2017-01-13","null","2017-08-11 2:30"
"","DONGBABY","老公新公民 本人EP 目前怀孕4个月 找了MP写信给ICA 希望能够加快速度拿到 加油","进行中","2017-06-23","null","2017-08-08 4:11"
"","LSY","马来西亚女生 来新4年 第一份工作wp之后转换s pass 第一次申请 还在等待 希望有好消息。 更新: 准证10月到期，7月21号更新准证 27号updated ica by email，8月5号收到回复说有结果 8月7号检查已批准。历时8个月 。祝各位好运☺","通过","2016-12-10","null","2017-08-07 15:43"
"","dingguagua","来坡6年，BCAA diploma，SP，月薪2500+，第二次申请，老公是PR，结婚后一个月申请","通过","2017-03-08","2017-08-05","2017-08-05 5:14"
"","TTT","老公EP销售经理，韩国亚大毕业，本科来新5年薪水5K。 带老婆DP会计，刚拿到PART TIME英国本科，老婆来新已7年多。薪水3K+,无孩子,3rd time apply, good luck","进行中","2017-03-25","null","2017-08-04 3:27"
"","PRme","第一次申请，EP，国内本科，本地PHD","失败","2017-02-13","2017-07-20","2017-08-04 16:26"
"","Charlene","老公来新近13年,PR近10年,Real Estate agent,本人来新近5年,本地私立Degree,做Admin工半年","通过","2016-11-15","2017-08-01","2017-08-01 3:19"
"","MENG","全家15年9月来新，不到两年，从事MRT地铁车辆测试工程师，月薪7k。老婆没有工作。大女儿今年在政府学校读p1，小女儿去年在新加坡出生。","失败","2017-04-29","2017-07-28","2017-07-30 9:58"
